is_cause,sentence
1.0,"""Malnutrition""/NOUN,""condition""/NOUN,""commonly""/ADV,""arising""/VERB,""inadequate""/ADJ,""consumption""/NOUN,""nutrient""/NOUN,""necessary""/ADJ,""maintain""/VERB,""physiological""/ADJ,""health""/NOUN,""associated""/VERB,""development""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""osteoporosis""/NOUN,""sarcopenia""/NOUN"
0.0,"""Tea""/NOUN,""polyphenols""/NOUN,""known""/VERB,""prevent""/VERB,""various""/ADJ,""ailment""/NOUN,""like""/ADP,""cancer""/NOUN,""atherosclerosis""/NOUN,""hypertension""/NOUN,""diabetes""/NOUN"
0.0,"""We""/PRON,""find""/VERB,""evidence""/NOUN,""rat""/NOUN,""strain""/NOUN,""genetic""/ADJ,""predisposition""/NOUN,""obesity""/NOUN,""differed""/VERB,""ability""/NOUN,""experience""/NOUN,""reward""/NOUN,""chocolate""/NOUN,""condition""/NOUN,""place""/NOUN,""preference""/NOUN,""task""/NOUN"
1.0,"""The""/DET,""predominant""/ADJ,""urinary""/ADJ,""tract""/NOUN,""stone""/NOUN,""tribal""/ADJ,""Satpura""/PROPN,""belt""/NOUN,""bladder""/NOUN,""stone""/NOUN,""may""/AUX,""related""/VERB,""poor""/ADJ,""nutrition""/NOUN,""low""/ADJ,""socioeconomic""/ADJ,""status""/NOUN,""consumption""/NOUN,""bajra""/NOUN,""millet""/NOUN,""staple""/NOUN,""food""/NOUN,""found""/VERB,""region""/NOUN,""93.5""/NUM"
0.0,"""The""/DET,""indulgence""/NOUN,""alcoholic""/ADJ,""beverage""/NOUN,""moderation""/NOUN,""contrasted""/VERB,""inestimable""/ADJ,""risk""/NOUN,""danger""/NOUN,""alcohol""/NOUN,""abuse""/NOUN,""many""/ADJ,""cardiovascular""/ADJ,""implication""/NOUN,""cardiac""/ADJ,""arrhythmia""/NOUN,""cardiomyopathy""/NOUN,""arterial""/ADJ,""hypertension""/NOUN"
0.0,"""Diallyl""/NOUN,""disulfide""/NOUN,""DADS""/NOUN,""sulfur""/NOUN,""compound""/NOUN,""derived""/VERB,""garlic""/NOUN,""shown""/VERB,""protective""/ADJ,""effect""/NOUN,""colon""/NOUN,""carcinogenesis""/NOUN,""several""/ADJ,""study""/NOUN,""performed""/VERB,""rodent""/NOUN,""model""/NOUN"
1.0,"""Eggs""/NOUN,""derived""/VERB,""product""/NOUN,""common""/ADJ,""food""/NOUN,""induce""/VERB,""food""/NOUN,""allergic""/ADJ,""reaction""/NOUN,""especially""/ADV,""child""/NOUN"
0.0,"""In""/ADP,""central""/ADJ,""nervous""/ADJ,""system""/NOUN,""CNS""/PROPN,""extra""/ADJ,""virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""EVOO""/NOUN,""produce""/VERB,""interesting""/ADJ,""effect""/NOUN,""neurodegenerative""/ADJ,""disorder""/NOUN,""including""/VERB,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN"
0.0,"""Fortification""/NOUN,""wheat""/NOUN,""flour""/NOUN,""deemed""/VERB,""useful""/ADJ,""strategy""/NOUN,""reduce""/VERB,""anaemia""/NOUN,""population""/NOUN"
0.0,"""Staphylococcus""/NOUN,""aureus""/NOUN,""one""/NUM,""common""/ADJ,""mastitis-causing""/ADJ,""bacteria""/NOUN,""dairy""/NOUN,""cow""/NOUN"
0.0,"""Regarding""/VERB,""food""/NOUN,""intake""/NOUN,""fruit""/NOUN,""correlated""/VERB,""negatively""/ADV,""incidence""/NOUN,""urolithiasis""/NOUN,""r""/NOUN,""p""/NOUN,""0.008""/NUM,""intake""/NOUN,""egg""/NOUN,""r""/NOUN,""0.537""/NUM,""p""/NOUN,""0.072""/NUM,""sugar""/NOUN,""r""/NOUN,""0.475""/NUM,""p""/NOUN,""0.119""/NUM,""tended""/VERB,""positively""/ADV,""correlate""/VERB,""incidence""/NOUN"
0.0,"""All""/DET,""diseased""/ADJ,""chick""/NOUN,""showed""/VERB,""clinical""/ADJ,""sign""/NOUN,""infectious""/ADJ,""bronchitis""/NOUN,""including""/VERB,""gasping""/VERB,""coughing""/NOUN,""nasal""/ADJ,""discharge""/NOUN,""wet""/ADJ,""eye""/NOUN,""swollen""/ADJ,""sinus""/NOUN,""reduction""/NOUN,""food""/NOUN,""consumption""/NOUN,""weight""/NOUN,""gain""/NOUN"
0.0,"""All""/DET,""evaluated""/VERB,""pepper""/NOUN,""Capsicum""/NOUN,""genus""/NOUN,""exhibited""/VERB,""anti-hyperglycemia""/NOUN,""anti-hypertension""/ADJ,""potential""/NOUN"
1.0,"""Allergies""/NOUN,""peanut""/NOUN,""particularly""/ADV,""worrisome""/ADJ,""unlike""/ADP,""allergy""/NOUN,""allergenic""/ADJ,""food""/NOUN,""milk""/NOUN,""egg""/NOUN,""commonly""/ADV,""outgrown""/VERB,""5""/NUM,""10""/NUM,""year""/NOUN,""age""/NOUN,""80""/NUM,""peanut""/NOUN,""allergy""/NOUN,""persist""/VERB,""adulthood""/NOUN"
0.0,"""Breadfruit""/NOUN,""traditional""/ADJ,""staple""/ADJ,""crop""/NOUN,""Pacific""/ADJ,""island""/NOUN,""potential""/NOUN,""improve""/VERB,""worldwide""/ADJ,""food""/NOUN,""security""/NOUN,""mitigate""/VERB,""diabetes""/NOUN"
0.0,"""Fruit""/NOUN,""vegetable""/NOUN,""FV""/NOUN,""intake""/NOUN,""recommended""/VERB,""prevention""/NOUN,""coronary""/ADJ,""heart""/NOUN,""disease""/NOUN,""CHD""/PROPN"
0.0,"""Zingerone""/PROPN,""major""/ADJ,""component""/NOUN,""found""/VERB,""ginger""/NOUN,""root""/NOUN,""known""/VERB,""anti-mutagenic""/ADJ,""anti-carcinogenic""/ADJ,""activity""/NOUN,""often""/ADV,""associated""/VERB,""anti-oxidative""/ADJ,""anti-inflammatory""/ADJ,""activity""/NOUN"
1.0,"""The""/DET,""butter""/NOUN,""flavoring""/VERB,""additive""/NOUN,""diacetyl""/NOUN,""DA""/NOUN,""cause""/VERB,""bronchiolitis""/NOUN,""obliterans""/NOUN,""BO""/NOUN,""inhalation""/NOUN"
0.0,"""Avian""/ADJ,""infectious""/ADJ,""bronchitis""/NOUN,""virus""/NOUN,""IBV""/PROPN,""avian""/ADJ,""pathogenic""/ADJ,""Escherichia""/PROPN,""coli""/PROPN,""APEC""/PROPN,""two""/NUM,""important""/ADJ,""respiratory""/ADJ,""pathogen""/NOUN,""chicken""/NOUN"
1.0,"""Baker""/PROPN,""rhinitis""/NOUN,""kind""/ADV,""occupational""/ADJ,""allergic""/ADJ,""rhinitis""/NOUN,""mainly""/ADV,""caused""/VERB,""intranasal""/ADJ,""exposure""/NOUN,""wheat""/NOUN,""and""/CCONJ,""/""/SYM,""or""/CCONJ,""rye""/NOUN,""flour""/NOUN,""bakery""/NOUN,""worker""/NOUN"
0.0,"""Blueberry""/NOUN,""consumption""/NOUN,""prevent""/VERB,""obesity-linked""/ADJ,""metabolic""/ADJ,""disease""/NOUN,""proposed""/VERB,""polyphenol""/NOUN,""content""/NOUN,""blueberry""/NOUN,""may""/AUX,""contribute""/VERB,""effect""/NOUN"
1.0,"""Hypersensitivity""/NOUN,""cereal""/NOUN,""may""/AUX,""occur""/VERB,""via""/ADP,""inhalation""/NOUN,""ingestion""/NOUN"
0.0,"""The""/DET,""nutraceuticals""/NOUN,""identified""/VERB,""dietary""/ADJ,""agent""/NOUN,""butein""/NOUN,""cardamonin""/NOUN,""coronarin""/NOUN,""D""/NOUN,""curcumin""/NOUN,""diosgenin""/NOUN,""embelin""/NOUN,""gambogic""/NOUN,""acid""/NOUN,""genistein""/NOUN,""plumbagin""/NOUN,""quercetin""/NOUN,""reseveratrol""/NOUN,""zerumbone""/NOUN,""modulate""/NOUN,""cell""/NOUN,""signaling""/NOUN,""pathway""/NOUN,""reverse""/NOUN,""/""/SYM,""slow""/ADJ,""osteoporosis""/NOUN"
0.0,"""Our""/PRON,""previous""/ADJ,""study""/NOUN,""verified""/VERB,""grape""/NOUN,""seed""/NOUN,""procyanidin""/NOUN,""B2""/NOUN,""GSPB2""/NOUN,""played""/VERB,""protective""/ADJ,""effect""/NOUN,""hepatic""/ADJ,""damage""/NOUN,""diabetes""/NOUN"
0.0,"""In""/ADP,""Western""/ADJ,""population""/NOUN,""higher""/ADJ,""level""/NOUN,""fruit""/NOUN,""consumption""/NOUN,""associated""/VERB,""lower""/ADJ,""risk""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""little""/ADV,""known""/VERB,""association""/NOUN,""China""/PROPN,""consumption""/NOUN,""level""/NOUN,""low""/ADJ,""rate""/NOUN,""stroke""/NOUN,""high""/ADJ"
0.0,"""Breast""/NOUN,""milk""/NOUN,""completely""/ADV,""adapted""/VERB,""nutrition""/NOUN,""source""/NOUN,""newborn""/NOUN,""also""/ADV,""impressive""/ADJ,""array""/NOUN,""immune-active""/ADJ,""molecule""/NOUN,""afford""/VERB,""protection""/NOUN,""infection""/NOUN,""shape""/NOUN,""mucosal""/ADJ,""immune""/ADJ,""response""/NOUN"
0.0,"""Diets""/NOUN,""rich""/ADJ,""poly""/NOUN,""phenol""/NOUN,""associated""/VERB,""reduced""/VERB,""reduction""/NOUN,""incidence""/NOUN,""cardiovascular""/ADJ,""disorder""/NOUN"
0.0,"""Eucalyptol""/NOUN,""1,8-cineole""/NOUN,""major""/ADJ,""constituent""/ADJ,""eucalyptus""/NOUN,""oil""/NOUN,""EO""/PROPN,""used""/VERB,""traditional""/ADJ,""medicine""/NOUN,""remedy""/VERB,""cold""/ADJ,""bronchitis""/NOUN"
0.0,"""Curcumin""/NOUN,""naturally""/ADV,""occurring""/VERB,""polyphenol""/NOUN,""found""/VERB,""Curcuma""/PROPN,""longa""/NOUN,""multiple""/ADJ,""therapeutic""/ADJ,""property""/NOUN,""anti-inflammatory""/ADJ,""wound""/NOUN,""healing""/VERB,""anti-cancer""/ADJ,""effect""/NOUN"
0.0,"""The""/DET,""fruit""/NOUN,""Alpinia""/PROPN,""oxyphylla""/NOUN,""often""/ADV,""used""/VERB,""traditional""/ADJ,""Chinese""/ADJ,""medicine""/NOUN,""treat""/VERB,""dementia""/NOUN,""memory""/NOUN,""defect""/NOUN"
0.0,"""Mushrooms""/NOUN,""reported""/VERB,""folklore""/NOUN,""management""/NOUN,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN,""diabetes""/NOUN,""limited""/VERB,""scientific""/ADJ,""prove""/NOUN"
1.0,"""Dietary""/ADJ,""sugar""/NOUN,""especially""/ADV,""liquid""/ADJ,""form""/NOUN,""increase""/VERB,""risk""/NOUN,""dental""/ADJ,""caries""/NOUN,""adiposity""/NOUN,""type""/NOUN,""2""/NUM,""diabetes""/NOUN"
0.0,"""The""/DET,""autocrine""/ADJ,""paracrine""/NOUN,""endocrine""/NOUN,""action""/NOUN,""myokines""/NOUN,""include""/VERB,""regulation""/NOUN,""energy""/NOUN,""expenditure""/NOUN,""insulin""/NOUN,""sensitivity""/NOUN,""lipolysis""/NOUN,""free""/ADJ,""fatty""/NOUN,""acid""/NOUN,""oxidation""/NOUN,""adipocyte""/NOUN,""browning""/NOUN,""glycogenolysis""/NOUN,""glycogenesis""/NOUN,""general""/ADJ,""metabolism""/NOUN"
0.0,"""Rates""/NOUN,""osteoporosis""/NOUN,""significantly""/ADV,""lower""/ADJ,""region""/NOUN,""world""/NOUN,""olive""/NOUN,""oil""/NOUN,""consumption""/NOUN,""dietary""/ADJ,""cornerstone""/NOUN"
0.0,"""Previous""/ADJ,""evidence""/NOUN,""suggested""/VERB,""extra-virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""EVOO""/PROPN,""linked""/VERB,""attenuating""/VERB,""amyloid-beta""/NOUN,""Abeta""/PROPN,""pathology""/NOUN,""improving""/VERB,""cognitive""/ADJ,""function""/NOUN,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN,""mouse""/NOUN,""model""/NOUN"
0.0,"""Beer""/NOUN,""consumption""/NOUN,""inversely""/ADV,""associated""/VERB,""risk""/NOUN,""kidney""/NOUN,""stone""/NOUN,""bottle""/NOUN,""beer""/NOUN,""consumed""/VERB,""per""/ADP,""day""/NOUN,""estimated""/VERB,""reduce""/VERB,""risk""/NOUN,""40""/NUM,""RR""/NOUN,""0.60""/NUM,""95""/NUM,""CI""/NOUN,""0.47-0.76""/NUM"
1.0,"""Aerosolized""/ADJ,""crab""/NOUN,""allergen""/NOUN,""suspected""/VERB,""etiologic""/ADJ,""agent""/NOUN,""asthma""/NOUN,""among""/ADP,""crab-processing""/ADJ,""worker""/NOUN"
0.0,"""Children""/NOUN,""cerebral""/ADJ,""palsy""/NOUN,""exhibit""/NOUN,""eating""/VERB,""problem""/NOUN,""due""/ADJ,""effect""/NOUN,""anatomical""/ADJ,""functional""/ADJ,""structure""/NOUN,""involved""/VERB,""eating""/VERB,""function""/NOUN,""resulting""/VERB,""malnutrition""/NOUN"
0.0,"""Wheat""/NOUN,""maize""/NOUN,""corn""/NOUN,""flour""/NOUN,""staple""/NOUN,""crop""/NOUN,""consumed""/VERB,""widely""/ADV,""throughout""/ADP,""world""/NOUN,""fortified""/VERB,""folic""/ADJ,""acid""/NOUN,""80""/NUM,""country""/NOUN,""prevent""/VERB,""neural""/ADJ,""tube""/NOUN,""defect""/NOUN"
1.0,"""Bakers""/NOUN,""exposed""/VERB,""daily""/ADJ,""flour""/NOUN,""may""/AUX,""susceptible""/ADJ,""immunologic""/ADJ,""occupational""/ADJ,""disease""/NOUN"
0.0,"""Periconceptional""/ADJ,""intake""/NOUN,""folic""/ADJ,""acid""/NOUN,""known""/VERB,""reduce""/VERB,""woman""/NOUN,""risk""/NOUN,""infant""/NOUN,""affected""/VERB,""neural""/ADJ,""tube""/NOUN,""birth""/NOUN,""defect""/NOUN,""NTD""/PROPN"
0.0,"""Rice""/NOUN,""fortification""/NOUN,""vitamin""/NOUN,""mineral""/NOUN,""potential""/NOUN,""increase""/VERB,""nutrition""/NOUN,""rice-consuming""/VERB,""country""/NOUN,""micronutrient""/ADJ,""deficiency""/NOUN,""exist""/VERB"
1.0,"""New""/ADJ,""symptom""/NOUN,""hypersensitivity""/NOUN,""caused""/VERB,""chemotherapy""/NOUN,""drug""/NOUN,""monoclonal""/ADJ,""antibody""/NOUN,""biological""/ADJ,""agent""/NOUN,""suggested""/VERB,""recognized""/VERB,""anaphylaxis""/NOUN,""phenotype""/NOUN"
0.0,"""Tea""/NOUN,""cultivated""/VERB,""around""/ADP,""world""/NOUN,""polysaccharide""/NOUN,""component""/NOUN,""reported""/VERB,""effective""/ADJ,""approach""/NOUN,""managing""/VERB,""type""/NOUN,""2""/NUM,""diabetes""/NOUN,""fewer""/ADJ,""adverse""/ADJ,""effect""/NOUN,""medication""/NOUN"
0.0,"""Pasteurella""/PROPN,""multocida""/PROPN,""cause""/VERB,""fowl""/NOUN,""cholera""/NOUN,""highly""/ADV,""contagious""/ADJ,""severe""/ADJ,""disease""/NOUN,""chicken""/NOUN,""water""/NOUN,""fowl""/NOUN"
0.0,"""Milk""/NOUN,""milk""/NOUN,""product""/NOUN,""intake""/NOUN,""associated""/VERB,""better""/ADJ,""diet""/NOUN,""quality""/NOUN,""associated""/VERB,""reduced""/VERB,""risk""/NOUN,""chronic""/ADJ,""disease""/NOUN,""condition""/NOUN,""including""/VERB,""hypertension""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""metabolic""/ADJ,""syndrome""/NOUN,""Type""/NOUN,""2""/NUM,""Diabetes""/NOUN,""osteoporosis""/NOUN"
0.0,"""High""/ADJ,""consumption""/NOUN,""red""/ADJ,""meat""/NOUN,""carcinogenic""/ADJ,""human""/ADJ,""misuse""/NOUN,""abuse""/NOUN,""alcohol""/NOUN,""drinking""/NOUN,""increase""/VERB,""premature""/ADJ,""death""/NOUN,""shortened""/VERB,""life""/NOUN,""expectancy""/NOUN"
0.0,"""Cherries""/NOUN,""rich""/ADJ,""anti-inflammatory""/ADJ,""antioxidative""/ADJ,""bioactive""/ADJ,""compound""/NOUN,""proposed""/VERB,""efficacious""/ADJ,""preventing""/VERB,""treating""/VERB,""gout""/NOUN,""recommendation""/NOUN,""patient""/NOUN,""conflicting""/VERB"
0.0,"""Numerous""/ADJ,""study""/NOUN,""suggested""/VERB,""maca""/NOUN,""may""/AUX,""serve""/VERB,""effect""/NOUN,""resisting""/VERB,""oxidation""/NOUN,""fatigue""/NOUN,""resistance""/NOUN,""raising""/VERB,""fertility""/NOUN,""regulating""/VERB,""endocrine""/NOUN,""enhancing""/VERB,""immunity""/NOUN,""tumour""/NOUN,""suppression""/NOUN,""treating""/VERB,""osteoporosis""/NOUN,""regulate""/VERB,""blood""/NOUN,""sugar""/NOUN,""protection""/NOUN,""nervous""/ADJ,""system""/NOUN"
0.0,"""The""/DET,""association""/NOUN,""coffee""/NOUN,""consumption""/NOUN,""risk""/NOUN,""type""/NOUN,""2""/NUM,""diabetes""/NOUN,""may""/AUX,""vary""/VERB,""genetic""/ADJ,""variant""/NOUN"
0.0,"""Evidence""/NOUN,""regarding""/VERB,""health""/NOUN,""benefit""/NOUN,""oolong""/NOUN,""tea""/NOUN,""consumption""/NOUN,""accumulating""/VERB,""tea""/NOUN,""polyphenols""/NOUN,""various""/ADJ,""pharmacological""/ADJ,""property""/NOUN,""anti-cancer""/ADJ,""anti-diabetes""/ADJ,""effect""/NOUN"
0.0,"""Flavonoids""/NOUN,""compound""/VERB,""found""/VERB,""plant-based""/ADJ,""food""/NOUN,""beverage""/NOUN,""might""/AUX,""ameliorate""/VERB,""vascular""/ADJ,""damage""/NOUN,""atherosclerosis""/NOUN"
0.0,"""Curcumin""/NOUN,""compound""/NOUN,""found""/VERB,""Indian""/ADJ,""yellow""/ADJ,""curry""/NOUN,""known""/VERB,""posse""/NOUN,""various""/ADJ,""biological""/ADJ,""activity""/NOUN,""including""/VERB,""anti-oxidant""/ADJ,""anti-inflammatory""/ADJ,""anti-cancer""/ADJ,""activity""/NOUN"
0.0,"""Children""/NOUN,""inflammatory""/ADJ,""bowel""/NOUN,""disease""/NOUN,""IBDs""/NOUN,""risk""/VERB,""developing""/VERB,""nutrition""/NOUN,""deficiency""/NOUN,""particularly""/ADV,""reduced""/VERB,""intake""/NOUN,""restrictive""/ADJ,""diet""/NOUN,""malabsorption""/NOUN,""excessive""/ADJ,""nutrient""/ADJ,""loss""/NOUN"
0.0,"""There""/ADV,""limited""/VERB,""data""/NOUN,""available""/ADJ,""regarding""/VERB,""relationship""/NOUN,""bone""/NOUN,""fracture""/NOUN,""history""/NOUN,""calcium""/NOUN,""intake""/NOUN,""sugar""/NOUN,""sweetened""/VERB,""beverage""/NOUN,""SSBs""/NOUN,""intake""/NOUN,""vitamin""/NOUN,""D""/NOUN,""status""/NOUN,""physical""/ADJ,""activity""/NOUN,""PA""/NOUN,""ethnicity""/NOUN,""body""/NOUN,""composition""/NOUN,""New""/PROPN,""Zealand""/PROPN,""NZ""/PROPN,""child""/NOUN"
0.0,"""In""/ADP,""immunohistochemical""/ADJ,""assay""/NOUN,""antiserum""/NOUN,""recognizing""/VERB,""somatic""/ADJ,""serotype""/NOUN,""11""/NUM,""antigen""/NOUN,""generated""/VERB,""chicken""/NOUN,""could""/AUX,""specifically""/ADV,""detect""/VERB,""P.""/PROPN,""multocida""/PROPN,""indicating""/VERB,""antiserum""/NOUN,""somatic""/ADJ,""serotyping""/NOUN,""useful""/ADJ,""immunohistochemical""/ADJ,""diagnosis""/NOUN,""rabbit""/NOUN,""pasteurellosis""/NOUN"
1.0,"""Aluminum""/NOUN,""constituent""/ADJ,""antacid""/ADJ,""deodorant""/NOUN,""kitchenware""/NOUN,""food""/NOUN,""additive""/NOUN,""allows""/VERB,""easy""/ADJ,""access""/NOUN,""body""/NOUN,""posing""/VERB,""risk""/NOUN,""development""/NOUN,""senile""/ADJ,""dementia""/NOUN,""Alzheimer""/PROPN,""type""/NOUN"
0.0,"""The""/DET,""CSPPT""/PROPN,""China""/PROPN,""Stroke""/PROPN,""Primary""/PROPN,""Prevention""/PROPN,""Trial""/PROPN,""demonstrated""/VERB,""significant""/ADJ,""risk""/NOUN,""reduction""/NOUN,""first""/ADJ,""stroke""/NOUN,""hypertensive""/ADJ,""patient""/NOUN,""treated""/VERB,""enalapril""/NOUN,""plus""/CCONJ,""folic""/ADJ,""acid""/NOUN,""compared""/VERB,""enalapril""/NOUN,""alone""/ADV,""lifetime""/NOUN,""stroke-free""/ADJ,""survival""/NOUN,""associated""/VERB,""treatment""/NOUN,""unknown""/ADJ"
0.0,"""Epidemiological""/ADJ,""clinical""/ADJ,""study""/NOUN,""compellingly""/ADV,""showed""/VERB,""ability""/NOUN,""Mediterranean""/ADJ,""diet""/NOUN,""rich""/ADJ,""extra-virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""EVOO""/NOUN,""reduce""/VERB,""multiple""/ADJ,""disease""/NOUN,""cancer""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""aging""/VERB,""cognitive""/ADJ,""function""/NOUN,""decline""/NOUN"
0.0,"""This""/DET,""review""/NOUN,""highlight""/VERB,""development""/NOUN,""allergy""/NOUN,""gastroenterology""/NOUN,""infectious""/ADJ,""disease""/NOUN,""neonatology""/NOUN,""nutrition""/NOUN,""oncology""/NOUN,""respiratory""/NOUN,""tract""/NOUN,""illness""/NOUN"
0.0,"""The""/DET,""association""/NOUN,""egg""/NOUN,""consumption""/NOUN,""total""/ADJ,""coronary""/ADJ,""heart""/NOUN,""disease""/NOUN,""CHD""/NOUN,""stroke""/NOUN,""mortality""/NOUN,""poorly""/ADV,""understood""/VERB"
0.0,"""The""/DET,""present""/ADJ,""review""/NOUN,""summarize""/VERB,""current""/ADJ,""knowledge""/NOUN,""potential""/ADJ,""cancer""/NOUN,""preventive""/ADJ,""effect""/NOUN,""apple""/NOUN,""apple""/NOUN,""juice""/NOUN,""apple""/NOUN,""extract""/NOUN,""jointly""/ADV,""designated""/VERB,""apple""/NOUN,""product""/NOUN"
0.0,"""The""/DET,""result""/NOUN,""reported""/VERB,""study""/NOUN,""show""/VERB,""influence""/NOUN,""gender""/NOUN,""place""/NOUN,""residence""/NOUN,""smoking""/NOUN,""consumption""/NOUN,""alcohol""/NOUN,""arthroscopy""/NOUN,""surgery""/NOUN,""osteoporosis""/NOUN,""rheumatoid""/NOUN,""arthritis""/NOUN,""Fe""/PROPN,""Ni""/PROPN,""Mo""/PROPN,""V""/NOUN,""concentration""/NOUN,""studied""/VERB,""structure""/NOUN,""knee""/NOUN,""joint""/NOUN"
0.0,"""The""/DET,""pathogenic""/ADJ,""mechanism""/NOUN,""chicken""/NOUN,""lung""/NOUN,""injury""/NOUN,""caused""/VERB,""bacterium""/NOUN,""unclear""/ADJ"
0.0,"""Among""/ADP,""phenolic""/ADJ,""compound""/NOUN,""extracted""/VERB,""extra""/ADJ,""virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""oleocanthal""/NOUN,""1""/NUM,""attracted""/VERB,""considerable""/ADJ,""attention""/NOUN,""modulation""/NOUN,""many""/ADJ,""human""/ADJ,""disease""/NOUN,""inflammation""/NOUN,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN"
1.0,"""Asthma""/NOUN,""could""/AUX,""induced""/VERB,""inhaled""/VERB,""flour""/NOUN,""exposure""/NOUN,""allergen""/NOUN,""present""/ADJ,""bakery""/NOUN,""product""/NOUN"
1.0,"""Among""/ADP,""dietary""/ADJ,""habit""/NOUN,""especially""/ADV,""excessive""/ADJ,""salt""/NOUN,""typical""/ADJ,""processed""/VERB,""food""/NOUN,""implicated""/VERB,""development""/NOUN,""autoimmune""/ADJ,""disease""/NOUN"
0.0,"""Besides""/ADP,""nutritional""/ADJ,""value""/NOUN,""whey""/NOUN,""protein""/NOUN,""WP""/NOUN,""peptide""/NOUN,""food""/NOUN,""component""/NOUN,""retaining""/VERB,""important""/ADJ,""pharmacological""/ADJ,""property""/NOUN,""controlling""/VERB,""hypertension""/NOUN"
1.0,"""Wheat""/NOUN,""one""/NUM,""major""/ADJ,""crop""/NOUN,""grown""/VERB,""processed""/VERB,""consumed""/VERB,""humankind""/NOUN,""associated""/VERB,""intolerance""/NOUN,""notably""/ADV,""coeliac""/NOUN,""disease""/NOUN,""allergy""/NOUN"
0.0,"""In""/ADP,""Japan""/PROPN,""2016-2017""/NUM,""winter""/NOUN,""season""/NOUN,""clade""/NOUN,""2.3.4.4""/NUM,""highly""/ADV,""pathogenic""/ADJ,""avian""/ADJ,""influenza""/NOUN,""virus""/NOUN,""HPAIVs""/PROPN,""H5N6""/PROPN,""subtype""/NOUN,""caused""/VERB,""12""/NUM,""outbreak""/NOUN,""chicken""/NOUN,""Muscovy""/PROPN,""duck""/NOUN,""farm""/NOUN"
1.0,"""Dietary""/ADJ,""excess""/ADJ,""animal""/NOUN,""protein""/NOUN,""and""/CCONJ,""/""/SYM,""or""/CCONJ,""salt""/NOUN,""implicated""/VERB,""risk""/NOUN,""factor""/NOUN,""calcium""/NOUN,""oxalate""/NOUN,""urolithiasis""/NOUN"
0.0,"""Many""/ADJ,""report""/NOUN,""indicated""/VERB,""luteolin""/NOUN,""flavone""/NOUN,""found""/VERB,""various""/ADJ,""food""/NOUN,""preventive""/ADJ,""therapeutic""/ADJ,""value""/NOUN,""neurodegenerative""/ADJ,""disease""/NOUN,""including""/VERB,""AD""/NOUN"
0.0,"""High""/ADJ,""level""/NOUN,""consumption""/NOUN,""92""/NUM,""times""/NOUN,""/""/SYM,""month""/NOUN,""fermented""/VERB,""food""/NOUN,""doenjang""/PROPN,""chungkookjang""/PROPN,""kimchi""/NOUN,""fermented""/VERB,""seafood""/NOUN,""makgeolli""/NOUN,""beer""/NOUN,""associated""/VERB,""lower""/ADJ,""prevalence""/NOUN,""AD""/NOUN,""OR""/CCONJ,""0.56""/NUM,""95""/NUM,""confidence""/NOUN,""interval""/NOUN,""CI""/NOUN,""0.37-0.84""/NUM"
0.0,"""Black""/ADJ,""mulberry""/NOUN,""fruit""/NOUN,""traditionally""/ADV,""used""/VERB,""Uyghur""/ADJ,""folk""/NOUN,""medicine""/NOUN,""prevention""/NOUN,""treatment""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""southern""/ADJ,""Xinjiang""/PROPN,""region""/NOUN,""China""/PROPN"
0.0,"""Other""/ADJ,""structurally""/ADV,""homologous""/ADJ,""nutraceuticals""/NOUN,""derived""/VERB,""red""/ADJ,""chili""/NOUN,""cinnamon""/NOUN,""clove""/NOUN,""black""/ADJ,""pepper""/NOUN,""ginger""/NOUN,""also""/ADV,""exhibit""/VERB,""effect""/NOUN,""obesity""/NOUN,""insulin""/NOUN,""resistance""/NOUN"
0.0,"""f.""/NOUN,""star""/NOUN,""anise""/NOUN,""used""/VERB,""traditional""/ADJ,""medicine""/NOUN,""treatment""/NOUN,""skin""/NOUN,""inflammation""/NOUN,""rheumatism""/NOUN,""asthma""/NOUN,""bronchitis""/NOUN"
0.0,"""6""/NUM,""major""/ADJ,""component""/NOUN,""Zingiber""/PROPN,""officinale""/PROPN,""previously""/ADV,""reported""/VERB,""ameliorate""/VERB,""hyperglycemia""/NOUN,""type""/NOUN,""2""/NUM,""diabetic""/ADJ,""mouse""/NOUN"
1.0,"""Wheat""/NOUN,""potent""/ADJ,""allergen""/NOUN,""source""/NOUN,""one""/NOUN,""cause""/VERB,""baker""/NOUN,""asthma""/NOUN,""food""/NOUN,""pollen""/NOUN,""allergy""/NOUN"
0.0,"""Ginger""/PROPN,""shown""/VERB,""prominent""/ADJ,""protective""/ADJ,""effect""/NOUN,""diabetic""/ADJ,""liver""/NOUN,""kidney""/NOUN,""eye""/NOUN,""neural""/ADJ,""system""/NOUN,""complication""/NOUN"
