label,sentence
0,"""Out""/ADV,""314""/NUM,""subject""/NOUN,""tested""/VERB,""22""/NUM,""7""/NUM,""respiratory""/ADJ,""allergy""/NOUN,""flour""/NOUN,""flour""/NOUN,""rhinitis""/NOUN,""and""/CCONJ,""/""/SYM,""or""/CCONJ,""flour""/NOUN,""asthma""/NOUN,""21""/NUM,""6.7""/NUM,""preexistent""/ADJ,""atopic""/ADJ,""disease""/NOUN,""without""/ADP,""actual""/ADJ,""symptom""/NOUN,""flour""/NOUN,""allergy""/NOUN"
1,"""Curcumin""/NOUN,""polyphenol""/NOUN,""Curcuma""/PROPN,""longa""/NOUN,""turmeric""/NOUN,""plant""/NOUN,""polyphenol""/NOUN,""belongs""/VERB,""ginger""/NOUN,""family""/NOUN,""long""/ADV,""used""/VERB,""Ayurveda""/PROPN,""medicine""/NOUN,""treat""/VERB,""various""/ADJ,""disease""/NOUN,""asthma""/NOUN,""anorexia""/NOUN,""coughing""/VERB,""hepatic""/ADJ,""disease""/NOUN,""diabetes""/NOUN,""heart""/NOUN,""disease""/NOUN,""wound""/NOUN,""healing""/VERB,""Alzheimer""/PROPN"
0,"""In""/ADP,""last""/ADJ,""decade""/NOUN,""several""/ADJ,""theory""/NOUN,""investigating""/VERB,""cause""/NOUN,""neurodegenerative""/ADJ,""disease""/NOUN,""formulated""/VERB,""condition""/NOUN,""risk""/NOUN,""factor""/NOUN,""contribute""/VERB,""described""/VERB,""gut-brain""/ADJ,""axis""/NOUN,""hypothesis""/NOUN,""stress""/NOUN,""unbalanced""/ADJ,""diet""/NOUN,""drug""/NOUN,""impact""/NOUN,""altering""/VERB,""microbiota""/NOUN,""composition""/NOUN,""contributes""/VERB,""dysbiosis""/NOUN"
2,"""Age""/NOUN,""female""/ADJ,""sex""/NOUN,""obesity""/NOUN,""rapid""/ADJ,""weight""/NOUN,""loss""/NOUN,""consumption""/NOUN,""refined""/VERB,""sugar""/NOUN,""saturated""/VERB,""fat""/NOUN,""iron""/NOUN,""deficiency""/NOUN,""vitamin""/NOUN,""D""/NOUN,""low""/ADJ,""intake""/NOUN,""fiber""/NOUN,""vitamin""/NOUN,""C""/NOUN,""factor""/NOUN,""associated""/VERB,""increased""/VERB,""risk""/NOUN,""cholelithiasis""/NOUN"
1,"""Use""/VERB,""Labiatae""/PROPN,""food""/NOUN,""food""/NOUN,""additive""/NOUN,""spice""/NOUN,""may""/AUX,""prevent""/VERB,""risk""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""diabetes""/NOUN,""cancer""/NOUN"
2,"""iii""/PROPN,""evaluate""/VERB,""extent""/NOUN,""candidate""/NOUN,""aetiological""/ADJ,""factor""/NOUN,""mitochondrial""/ADJ,""complex""/NOUN,""I""/NOUN,""inhibitor""/NOUN,""annonacin""/NOUN,""contained""/VERB,""fruit""/NOUN,""leaf""/NOUN,""tropical""/ADJ,""plant""/NOUN,""Annona""/PROPN,""muricata""/PROPN,""soursop""/NOUN,""play""/NOUN,""role""/NOUN,""neurological""/ADJ,""syndrome""/NOUN"
2,"""Chlamydia-qPCR""/PROPN,""determined""/VERB,""97.6""/NUM,""shell""/NOUN,""embryonated""/VERB,""egg""/NOUN,""287""/NUM,""/""/SYM,""294""/NUM,""breeding""/NOUN,""farm""/NOUN,""positive""/ADJ,""C.""/NOUN,""gallinacea""/NOUN"
2,"""Zoonotic""/ADJ,""disease""/NOUN,""transmitted""/VERB,""animal""/NOUN,""human""/ADJ,""direct""/ADJ,""contact""/NOUN,""food""/NOUN,""water""/NOUN,""environment""/NOUN"
1,"""Coffee""/NOUN,""consumption""/NOUN,""associated""/VERB,""significant""/ADJ,""decrease""/NOUN,""risk""/NOUN,""developing""/VERB,""chronic""/ADJ,""disease""/NOUN,""Parkinson""/PROPN,""disease""/NOUN,""diabetes""/NOUN,""type-2""/NOUN,""several""/ADJ,""type""/NOUN,""cancer""/NOUN,""e.g""/NOUN,""colon""/NOUN,""liver""/NOUN"
1,"""Vegetables""/NOUN,""bean""/VERB,""nutrient-dense""/ADJ,""food""/NOUN,""innate""/ADJ,""potential""/ADJ,""mediate""/NOUN,""diabetes""/NOUN,""variety""/NOUN,""culture""/NOUN"
1,"""The""/DET,""author""/NOUN,""base""/NOUN,""hypothesis""/NOUN,""meta-analyses""/VERB,""epidemiological""/ADJ,""data""/NOUN,""numerous""/ADJ,""experimental""/ADJ,""study""/NOUN,""comprehensive""/ADJ,""review""/NOUN,""mechanism""/NOUN,""action""/NOUN,""extra-virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""component""/NOUN,""prevention""/NOUN,""vascular""/ADJ,""disease""/NOUN"
1,"""In""/ADP,""vitro""/X,""cell""/NOUN,""culture""/NOUN,""vivo""/NOUN,""animal""/NOUN,""osteoporosis""/NOUN,""model""/NOUN,""demonstrated""/VERB,""potential""/ADJ,""seafood-derived""/ADJ,""SBPs""/NOUN,""including""/VERB,""fish""/NOUN,""mollusk""/NOUN,""crustacean""/NOUN,""seaweed""/NOUN,""microalgae""/NOUN,""preventing""/VERB,""osteoporosis""/NOUN"
1,"""Recent""/ADJ,""study""/NOUN,""suggest""/VERB,""dietary""/ADJ,""virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""reduces""/VERB,""hypoxia-reoxygenation""/NOUN,""injury""/NOUN,""rat""/NOUN,""brain""/NOUN"
0,"""However""/ADV,""liquid""/ADJ,""UPF""/PROPN,""processed""/VERB,""meat""/NOUN,""associated""/VERB,""increased""/VERB,""rate""/NOUN,""hypertension""/NOUN,""IRR""/NOUN,""1.32""/NUM,""95""/NUM,""CI""/NOUN,"":""/PUNCT,""1.10,1.65""/NUM,""IRR""/NOUN,""1.17""/NUM,""95""/NUM,""CI""/NOUN,"":""/PUNCT,""1.01,1.36""/NUM,""respectively""/ADV"
1,"""Consumption""/NOUN,""adequate""/ADJ,""amount""/NOUN,""folic""/ADJ,""acid""/NOUN,""woman""/NOUN,""pregnancy""/NOUN,""early""/ADJ,""pregnancy""/NOUN,""decrease""/NOUN,""risk""/NOUN,""pregnancy""/NOUN,""affected""/VERB,""neural""/ADJ,""tube""/NOUN,""defect""/NOUN,""NTDs""/NOUN,""common""/ADJ,""preventable""/ADJ,""type""/NOUN,""birth""/NOUN,""defect""/NOUN,""worldwide""/ADV"
1,"""Increased""/VERB,""olive""/NOUN,""oil""/NOUN,""consumption""/NOUN,""implicated""/VERB,""reduction""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""rheumatoid""/ADJ,""arthritis""/NOUN,""lesser""/ADJ,""extent""/NOUN,""variety""/NOUN,""cancer""/NOUN"
1,"""In""/ADP,""subgroup""/NOUN,""analysis""/NOUN,""cheese""/NOUN,""yogurt""/NOUN,""consumption""/NOUN,""associated""/VERB,""decreased""/VERB,""CVD""/NOUN,""risk""/NOUN,""OR""/CCONJ,""0.87""/NUM,""95""/NUM,""CI""/NOUN,""0.80-0.94""/NUM,""cheese""/NOUN,""OR""/CCONJ,""0""/SYM"
2,"""No""/DET,""correlation""/NOUN,""found""/VERB,""occurrence""/NOUN,""stone""/NOUN,""positive""/ADJ,""test""/NOUN,""ELISA""/PROPN,""IBV""/PROPN,""infectious""/ADJ,""bronchitis""/NOUN,""virus""/NOUN,""number""/NOUN,""stone""/NOUN,""calcium""/NOUN,""concentration""/NOUN,""water""/NOUN,""food""/NOUN,""indicating""/VERB,""IBV""/PROPN,""infection""/NOUN,""calcium""/NOUN,""diet""/NOUN,""related""/VERB,""stone""/NOUN,""formation""/NOUN"
1,"""Selective""/ADJ,""nutrition""/NOUN,""therapy""/NOUN,""ASD""/NOUN,""brain""/NOUN,""function""/NOUN,""show""/VERB,""improvement""/NOUN,""behavioral""/ADJ,""change""/NOUN,""reduction""/NOUN,""malnutrition""/NOUN,""seemingly""/ADV,""associated""/VERB,""allergy""/NOUN,""food""/NOUN,""intolerance""/NOUN,""gluten""/NOUN"
1,"""The""/DET,""leaf""/NOUN,""fruit""/NOUN,""Rhus""/PROPN,""coriaria""/PROPN,""traditionally""/ADV,""used""/VERB,""Turkey""/PROPN,""treatment""/NOUN,""diabetes""/NOUN"
1,"""Tea""/NOUN,""consumption""/NOUN,""positive""/ADJ,""effect""/NOUN,""skeletal""/ADJ,""system""/NOUN,""prevents""/VERB,""postmenopausal""/ADJ,""osteoporosis""/NOUN,""mainly""/ADV,""inhibiting""/VERB,""osteoclastogenesis""/NOUN"
0,"""Diets""/NOUN,""characterized""/VERB,""high""/ADJ,""intake""/NOUN,""refined""/VERB,""sugar""/NOUN,""salt""/NOUN,""animal-derived""/ADJ,""protein""/NOUN,""fat""/NOUN,""low""/ADJ,""intake""/NOUN,""fruit""/NOUN,""vegetable""/NOUN,""associated""/VERB,""higher""/ADJ,""risk""/NOUN,""AD""/NOUN,""perturb""/NOUN,""circadian""/ADJ,""modulation""/NOUN,""cortisol""/NOUN,""secretion""/NOUN,""associated""/VERB,""poor""/ADJ,""sleep""/NOUN,""quality""/NOUN"
2,"""This""/DET,""particular""/ADJ,""priority""/NOUN,""resource-constrained""/VERB,""setting""/NOUN,""prevalence""/NOUN,""iron""/NOUN,""deficiency""/NOUN,""poor""/ADJ,""nutrition""/NOUN,""infection""/NOUN,""poor""/ADJ,""birth""/NOUN,""outcome""/NOUN,""high""/ADJ"
2,"""These""/DET,""beverage""/NOUN,""include""/VERB,""compound""/NOUN,""may""/AUX,""contradictory""/ADJ,""effect""/NOUN,""insulin""/NOUN,""glucose""/NOUN,""Caffeine""/NOUN,""impairs""/NOUN,""insulin""/NOUN,""sensitivity""/NOUN,""polyphenolic""/ADJ,""molecule""/NOUN,""within""/ADP,""tea""/NOUN,""coffee""/NOUN,""cocoa""/NOUN,""augment""/NOUN,""effect""/NOUN,""insulin""/NOUN"
1,"""Beer""/NOUN,""consumption""/NOUN,""inversely""/ADV,""associated""/VERB,""risk""/NOUN,""kidney""/NOUN,""stone""/NOUN,""bottle""/NOUN,""beer""/NOUN,""consumed""/VERB,""per""/ADP,""day""/NOUN,""estimated""/VERB,""reduce""/VERB,""risk""/NOUN,""40""/NUM,""RR""/NOUN,""0.60""/NUM,""95""/NUM,""CI""/NOUN,""0.47-0.76""/NUM"
0,"""Oral""/ADJ,""food""/NOUN,""challenge""/NOUN,""demonstrated""/VERB,""diagnosis""/NOUN,""almond""/NOUN,""allergy""/NOUN,""based""/VERB,""extract-sIgE""/NOUN,""test""/NOUN,""display""/NOUN,""low""/ADJ,""specificity""/NOUN"
1,"""The""/DET,""mandatory""/ADJ,""fortification""/NOUN,""enriched""/VERB,""cereal""/NOUN,""grain""/NOUN,""e.g.""/X,""wheat""/NOUN,""flour""/NOUN,""folic""/NOUN,""acid""/NOUN,""began""/VERB,""United""/PROPN,""States""/PROPN,""1998""/NUM,""example""/NOUN,""successful""/ADJ,""intervention""/NOUN,""significantly""/ADV,""reduced""/VERB,""rate""/NOUN,""neural""/ADJ,""tube""/NOUN,""defect""/NOUN,""NTDs""/NOUN"
1,"""Traditional""/ADJ,""Mediterranean""/ADJ,""Diet""/PROPN,""MD""/PROPN,""associated""/VERB,""low-prevalence""/NOUN,""certain""/ADJ,""type""/NOUN,""cancer""/NOUN,""CVDs""/NOUN,""olive""/NOUN,""oil""/NOUN,""play""/VERB,""important""/ADJ,""role""/NOUN"
1,"""Curcumin""/NOUN,""naturally""/ADV,""occurring""/VERB,""polyphenol""/NOUN,""found""/VERB,""Curcuma""/PROPN,""longa""/NOUN,""multiple""/ADJ,""therapeutic""/ADJ,""property""/NOUN,""anti-inflammatory""/ADJ,""wound""/NOUN,""healing""/VERB,""anti-cancer""/ADJ,""effect""/NOUN"
0,"""In""/ADP,""term""/NOUN,""nutrition""/NOUN,""diet""/NOUN,""high""/ADJ,""fat""/NOUN,""particularly""/ADV,""saturated""/ADJ,""fat""/NOUN,""salt""/NOUN,""sugar""/NOUN,""shown""/VERB,""associated""/VERB,""innumerable""/ADJ,""incidence""/NOUN,""diet""/NOUN,""-""/PUNCT,""associated""/VERB,""health""/NOUN,""disease""/NOUN"
1,"""In""/ADP,""Western""/ADJ,""population""/NOUN,""higher""/ADJ,""level""/NOUN,""fruit""/NOUN,""consumption""/NOUN,""associated""/VERB,""lower""/ADJ,""risk""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""little""/ADV,""known""/VERB,""association""/NOUN,""China""/PROPN,""consumption""/NOUN,""level""/NOUN,""low""/ADJ,""rate""/NOUN,""stroke""/NOUN,""high""/ADJ"
1,"""Yam""/PROPN,""Dioscorea""/PROPN,""spp""/NOUN,""known""/VERB,""edible""/ADJ,""medicinal""/ADJ,""tuber""/NOUN,""crop""/NOUN,""China""/PROPN,""used""/VERB,""historically""/ADV,""treatment""/NOUN,""diabetes""/NOUN,""diarrhea""/NOUN,""asthma""/NOUN,""ailment""/NOUN,""traditional""/ADJ,""Chinese""/ADJ,""medicine""/NOUN"
2,"""The""/DET,""basophil""/NOUN,""activation""/NOUN,""test""/NOUN,""BAT""/PROPN,""reported""/VERB,""useful""/ADJ,""diagnosis""/NOUN,""various""/ADJ,""food""/NOUN,""allergy""/NOUN,""allergy""/NOUN,""peanut""/NOUN,""fish""/NOUN"
2,"""We""/PRON,""find""/VERB,""evidence""/NOUN,""rat""/NOUN,""strain""/NOUN,""genetic""/ADJ,""predisposition""/NOUN,""obesity""/NOUN,""differed""/VERB,""ability""/NOUN,""experience""/NOUN,""reward""/NOUN,""chocolate""/NOUN,""condition""/NOUN,""place""/NOUN,""preference""/NOUN,""task""/NOUN"
1,"""Oleuropein""/NOUN,""component""/NOUN,""extra""/ADJ,""virgin""/ADJ,""olive""/NOUN,""oil""/NOUN,""EVOO""/PROPN,""reduces""/VERB,""post-prandial""/ADJ,""glycemia""/NOUN,""mechanism""/NOUN,""counteracting""/VERB,""oxidative""/ADJ,""stress-mediated""/ADJ,""incretin""/NOUN,""down-regulation""/NOUN"
1,"""A""/DET,""high""/ADJ,""educational""/ADJ,""level""/NOUN,""vegetable-based""/ADJ,""diet""/NOUN,""tea""/NOUN,""protective""/ADJ,""factor""/NOUN,""VD""/NOUN"
2,"""In""/ADP,""ovo""/ADJ,""vaccination""/NOUN,""herpesvirus""/NOUN,""turkey""/NOUN,""HVT""/NOUN,""recombinant""/ADJ,""HVT""/PROPN,""rHVT""/PROPN,""commonly""/ADV,""used""/VERB,""meat-type""/NOUN,""chicken""/NOUN"
2,"""Higher""/ADJ,""score""/NOUN,""meat-convenience""/NOUN,""dietary""/ADJ,""pattern""/NOUN,""high""/ADJ,""intake""/NOUN,""deep-fried""/VERB,""processed""/VERB,""food""/NOUN,""sauce""/NOUN,""sugar-added""/ADJ,""beverage""/NOUN,""meat""/NOUN,""organ""/NOUN,""meat""/NOUN,""instant""/ADJ,""noodle""/NOUN,""rice""/NOUN,""flour""/NOUN,""cooked""/VERB,""oil""/NOUN,""egg""/NOUN,""association""/NOUN,""component""/NOUN,""dyslipidemia""/NOUN,""abnormal""/ADJ,""FPG""/PROPN"
1,"""The""/DET,""beneficial""/ADJ,""effect""/NOUN,""olive""/NOUN,""oil""/NOUN,""phenol""/NOUN,""attributed""/VERB,""variety""/NOUN,""biological""/ADJ,""activity""/NOUN,""including""/VERB,""free""/ADJ,""radical""/ADJ,""scavenging""/NOUN,""/""/SYM,""antioxidant""/ADJ,""action""/NOUN,""anti-inflammatory""/ADJ,""effect""/NOUN,""anti-carcinogenic""/ADJ,""property""/NOUN,""anti-microbial""/ADJ,""activity""/NOUN"
1,"""The""/DET,""development""/NOUN,""hypertension""/NOUN,""HTN""/PROPN,""cafeteria""/NOUN,""CAF""/PROPN,""diet-fed""/NOUN,""rat""/NOUN,""demonstrated""/VERB,""attenuated""/ADJ,""grape""/NOUN,""seed""/NOUN,""proanthocyanidin""/NOUN,""extract""/NOUN,""GSPE""/PROPN,""administration""/NOUN"
1,"""Extensive""/ADJ,""research""/NOUN,""last""/ADJ,""10""/NUM,""year""/NOUN,""indicated""/VERB,""nutraceuticals""/NOUN,""derived""/VERB,""spice""/NOUN,""turmeric""/NOUN,""red""/ADJ,""pepper""/NOUN,""black""/ADJ,""pepper""/NOUN,""licorice""/NOUN,""clove""/NOUN,""ginger""/NOUN,""garlic""/NOUN,""coriander""/NOUN,""cinnamon""/NOUN,""target""/NOUN,""inflammatory""/ADJ,""pathway""/NOUN,""thereby""/ADV,""may""/AUX,""prevent""/VERB,""neurodegenerative""/ADJ,""disease""/NOUN"
1,"""Red""/ADJ,""yeast""/NOUN,""rice""/NOUN,""food""/NOUN,""fermentation""/NOUN,""product""/NOUN,""widely""/ADV,""used""/VERB,""promote""/VERB,""blood""/NOUN,""circulation""/NOUN,""remove""/VERB,""blood""/NOUN,""stasis""/NOUN"
1,"""Acorn""/PROPN,""obtained""/VERB,""Quercus""/PROPN,""liaotungensis""/PROPN,""Koidz""/PROPN,""tree""/NOUN,""consumed""/VERB,""Chinese""/ADJ,""folk""/NOUN,""medicine""/NOUN,""treatment""/NOUN,""diarrhea""/NOUN,""abdominal""/ADJ,""pain""/NOUN,""inflammation""/NOUN,""also""/ADV,""strong""/ADJ,""antioxidant""/ADJ,""activity""/NOUN,""utilized""/VERB,""treatment""/NOUN,""diabetes""/NOUN,""China""/PROPN"
0,"""Paradoxically""/ADV,""Honolulu""/PROPN,""Asia""/PROPN,""Aging""/PROPN,""Study""/PROPN,""reported""/VERB,""increased""/VERB,""risk""/NOUN,""cognitive""/ADJ,""impairment""/NOUN,""dementia""/NOUN,""marker""/NOUN,""high""/ADJ,""tofu""/NOUN,""soybean""/NOUN,""curd""/NOUN,""intake""/NOUN"
1,"""f.""/NOUN,""star""/NOUN,""anise""/NOUN,""used""/VERB,""traditional""/ADJ,""medicine""/NOUN,""treatment""/NOUN,""skin""/NOUN,""inflammation""/NOUN,""rheumatism""/NOUN,""asthma""/NOUN,""bronchitis""/NOUN"
2,"""However""/ADV,""validity""/NOUN,""noni""/NOUN,""fruit""/NOUN,""juice""/NOUN,""treatment""/NOUN,""rheumatoid""/NOUN,""arthritis""/NOUN,""RA""/PROPN,""autoimmune""/ADJ,""disorder""/NOUN,""confirmed""/VERB,""yet""/ADV"
1,"""Dark""/ADJ,""tea""/NOUN,""significant""/ADJ,""effect""/NOUN,""prevention""/NOUN,""treatment""/NOUN,""age-related""/ADJ,""degenerative""/ADJ,""disease""/NOUN"
1,"""Iron-deficiency""/ADJ,""anemia""/NOUN,""IDA""/PROPN,""major""/ADJ,""global""/ADJ,""public""/ADJ,""health""/NOUN,""problem""/NOUN,""iron""/NOUN,""fortifiers""/NOUN,""diet""/NOUN,""clearly""/ADV,""needed""/VERB,""prevention""/NOUN,""improvement""/NOUN,""IDA""/PROPN,""human""/ADJ"
1,"""Milk""/NOUN,""milk""/NOUN,""product""/NOUN,""intake""/NOUN,""associated""/VERB,""better""/ADJ,""diet""/NOUN,""quality""/NOUN,""associated""/VERB,""reduced""/VERB,""risk""/NOUN,""chronic""/ADJ,""disease""/NOUN,""condition""/NOUN,""including""/VERB,""hypertension""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""metabolic""/ADJ,""syndrome""/NOUN,""Type""/NOUN,""2""/NUM,""Diabetes""/NOUN,""osteoporosis""/NOUN"
0,"""There""/ADV,""causal""/ADJ,""link""/NOUN,""consumption""/NOUN,""ultra-processed""/VERB,""food""/NOUN,""range""/NOUN,""non-communicable""/ADJ,""disease""/NOUN,""NCDs""/PROPN,""obesity""/NOUN,""type""/NOUN,""2""/NUM,""diabetes""/NOUN,""cancer""/NOUN"
0,"""However""/ADV,""evidence""/NOUN,""literature""/NOUN,""stating""/VERB,""blueberry""/NOUN,""avoided""/VERB,""individual""/ADJ,""glucose-6-phosphate""/NOUN,""dehydrogenase""/NOUN,""G6PD""/NOUN,""deficiency""/NOUN"
1,"""Adequate""/ADJ,""consumption""/NOUN,""fruit""/NOUN,""vegetable""/NOUN,""protective""/ADJ,""benefit""/NOUN,""development""/NOUN,""coronary""/ADJ,""heart""/NOUN,""disease""/NOUN,""hypertension""/NOUN,""chronic""/ADJ,""obstructive""/ADJ,""pulmonary""/ADJ,""disease""/NOUN"
1,"""Honey-bee""/ADJ,""pollen""/NOUN,""mix""/NOUN,""HBM""/PROPN,""formulation""/NOUN,""claimed""/VERB,""effective""/ADJ,""treatment""/NOUN,""asthma""/NOUN,""bronchitis""/NOUN,""cancer""/NOUN,""peptic""/NOUN,""ulcer""/NOUN,""colitis""/NOUN,""various""/ADJ,""type""/NOUN,""infection""/NOUN,""including""/VERB,""hepatitis""/NOUN,""B""/NOUN,""rheumatism""/NOUN,""herb""/NOUN,""dealer""/NOUN,""northeast""/ADJ,""Turkey""/PROPN"
1,"""The""/DET,""Mediterranean""/ADJ,""diet""/NOUN,""associated""/VERB,""lower""/ADJ,""mortality""/NOUN,""lower""/ADJ,""risk""/NOUN,""cardiovascular""/ADJ,""disease""/NOUN,""cancer""/NOUN"
2,"""The""/DET,""association""/NOUN,""egg""/NOUN,""consumption""/NOUN,""diabetes""/NOUN,""inconclusive""/ADJ"
1,"""Citrus""/PROPN,""unshiu""/PROPN,""Rutaceae""/PROPN,""easy-peeling""/ADJ,""citrus""/NOUN,""fruit""/NOUN,""used""/VERB,""traditional""/ADJ,""Korean""/ADJ,""medicine""/NOUN,""improving""/VERB,""skin""/NOUN,""elasticity""/NOUN,""relieving""/VERB,""fatigue""/NOUN,""cough""/NOUN,""preventing""/VERB,""bronchitis""/NOUN,""flu""/NOUN,""various""/ADJ,""cancer""/NOUN"
1,"""Numerous""/ADJ,""author""/NOUN,""provided""/VERB,""evidence""/NOUN,""regarding""/VERB,""beneficial""/ADJ,""effect""/NOUN,""phenolic""/ADJ,""acid""/NOUN,""derivative""/ADJ,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN"
0,"""There""/ADV,""several""/ADJ,""report""/NOUN,""describing""/VERB,""allergy""/NOUN,""hydrolyzed""/VERB,""wheat""/NOUN,""product""/NOUN"
1,"""Consumption""/NOUN,""extra""/ADJ,""virgin""/NOUN,""olive""/NOUN,""oil""/NOUN,""EVOO""/PROPN,""major""/ADJ,""component""/NOUN,""Mediterranean""/ADJ,""diet""/NOUN,""associated""/VERB,""reduced""/VERB,""incidence""/NOUN,""Alzheimer""/PROPN,""disease""/NOUN,""AD""/NOUN"
2,"""The""/DET,""frequent""/ADJ,""reason""/NOUN,""iatrogenic""/ADJ,""incapacity""/NOUN,""drive""/VERB,""unreported""/ADJ,""untreated""/ADJ,""case""/NOUN,""alcohol""/NOUN,""drug""/NOUN,""abuse""/NOUN,""medication""/NOUN,""impairs""/VERB,""driving""/NOUN,""competence""/NOUN,""sleep-apnea""/NOUN,""syndrome""/NOUN"
0,"""However""/ADV,""ubiquitous""/ADJ,""white""/ADJ,""crystal""/NOUN,""sugar""/NOUN,""may""/AUX,""lead""/VERB,""osteoporosis""/NOUN,""increasing""/VERB,""inflammation""/NOUN,""hyperinsulinemia""/NOUN,""increased""/VERB,""renal""/ADJ,""acid""/NOUN,""load""/NOUN,""reduced""/VERB,""calcium""/NOUN,""intake""/NOUN,""increased""/VERB,""urinary""/ADJ,""calcium""/NOUN,""excretion""/NOUN"
0,"""Calorie-dense""/ADJ,""diet""/NOUN,""main""/ADJ,""driver""/NOUN,""global""/ADJ,""epidemic""/NOUN,""obesity""/NOUN,""type""/NOUN,""2""/NUM,""diabetes""/NOUN,""T2DM""/PROPN"
2,"""The""/DET,""steep""/ADJ,""rise""/NOUN,""food""/NOUN,""allergy""/NOUN,""FA""/PROPN,""evoked""/VERB,""environmental""/ADJ,""factor""/NOUN,""involved""/VERB,""disease""/NOUN,""pathogenesis""/NOUN,""including""/VERB,""gut""/ADJ,""microbiota""/NOUN,""diet""/NOUN,""metabolite""/NOUN"
1,"""Psidium""/PROPN,""Guajava""/PROPN,""promising""/VERB,""functional""/ADJ,""food""/NOUN,""cancer""/NOUN,""owing""/VERB,""variety""/NOUN,""bioactive""/ADJ,""compound""/NOUN"
1,"""Natural""/ADJ,""product""/NOUN,""like""/ADP,""ginger""/NOUN,""turmeric""/NOUN,""garlic""/NOUN,""onion""/NOUN,""cinnamon""/NOUN,""lemon""/NOUN,""neem""/NOUN,""basil""/NOUN,""black""/ADJ,""pepper""/NOUN,""scientifically""/ADV,""proven""/VERB,""therapeutic""/ADJ,""benefit""/NOUN,""acute""/ADJ,""respiratory""/ADJ,""tract""/NOUN,""infection""/NOUN,""including""/VERB,""pulmonary""/ADJ,""fibrosis""/NOUN,""diffuse""/ADJ,""alveolar""/ADJ,""damage""/NOUN,""pneumonia""/NOUN,""acute""/ADJ,""respiratory""/ADJ,""distress""/NOUN,""syndrome""/NOUN,""well""/ADV,""associated""/VERB,""septic""/NOUN,""shock""/NOUN,""lung""/NOUN,""kidney""/NOUN,""injury""/NOUN,""symptom""/NOUN,""associated""/VERB,""COVID-19""/NOUN,""infection""/NOUN"
1,"""Blueberry""/NOUN,""consumption""/NOUN,""prevent""/VERB,""obesity-linked""/ADJ,""metabolic""/ADJ,""disease""/NOUN,""proposed""/VERB,""polyphenol""/NOUN,""content""/NOUN,""blueberry""/NOUN,""may""/AUX,""contribute""/VERB,""effect""/NOUN"
1,"""Zingerone""/PROPN,""major""/ADJ,""component""/NOUN,""found""/VERB,""ginger""/NOUN,""root""/NOUN,""known""/VERB,""anti-mutagenic""/ADJ,""anti-carcinogenic""/ADJ,""activity""/NOUN,""often""/ADV,""associated""/VERB,""anti-oxidative""/ADJ,""anti-inflammatory""/ADJ,""activity""/NOUN"
2,"""Osteoarthritis""/NOUN,""OA""/PROPN,""leading""/NOUN,""cause""/VERB,""physical""/ADJ,""disability""/NOUN,""among""/ADP,""aging""/VERB,""population""/NOUN,""available""/ADJ,""drug""/NOUN,""able""/ADJ,""efficiently""/ADV,""restore""/VERB,""balance""/NOUN,""cartilage""/NOUN,""matrix""/NOUN,""synthesis""/NOUN,""degradation""/NOUN"
2,"""The""/DET,""present""/ADJ,""study""/NOUN,""first""/ADJ,""demonstration""/NOUN,""association""/NOUN,""genetic""/ADJ,""serum""/NOUN,""Mannan-binding""/NOUN,""lectin""/NOUN,""MBL""/PROPN,""concentration""/NOUN,""bacterial""/ADJ,""infection""/NOUN,""chicken""/NOUN"
1,"""Patients""/NOUN,""RA""/PROPN,""commonly""/ADV,""use""/VERB,""gastrointestinal""/ADJ,""GI""/NOUN,""protective""/ADJ,""drug""/NOUN,""treatment""/NOUN,""prevention""/NOUN,""drug-associated""/ADJ,""GI""/NOUN,""injury""/NOUN"
1,"""The""/DET,""fruit""/NOUN,""Terminalia""/PROPN,""chebula""/NOUN,""used""/VERB,""extensively""/ADV,""various""/ADJ,""traditional""/ADJ,""health""/NOUN,""system""/NOUN,""different""/ADJ,""ailment""/NOUN,""additional""/ADJ,""preclinical""/ADJ,""clinical""/ADJ,""data""/NOUN,""demonstrating""/VERB,""antioxidant""/ADJ,""anti-inflammatory""/ADJ,""potential""/NOUN"
2,"""Apathy""/NOUN,""lower""/ADJ,""water""/NOUN,""food""/NOUN,""intake""/NOUN,""respiratory""/ADJ,""system""/NOUN,""disorder""/NOUN,""total""/ADJ,""mortality""/NOUN,""60""/NUM,""noted""/VERB"
1,"""It""/PRON,""hypothesized""/VERB,""chicken""/NOUN,""eggshell""/NOUN,""membrane""/NOUN,""EM""/NOUN,""effective""/ADJ,""regeneration""/NOUN,""cartilage""/NOUN,""and""/CCONJ,""/""/SYM,""or""/CCONJ,""immunomodulation""/NOUN,""oral""/ADJ,""tolerance""/NOUN,""relief""/NOUN,""pain""/NOUN,""stiffness""/NOUN,""joint""/NOUN,""commonly""/ADV,""affected""/VERB,""arthritis""/NOUN"
